cv_id,account_id,list_id,created_date,updated_date,use_ad,have_mini_cv
14625,19278374,,2/22/2021,2/22/2021,0,1
14626,537703,,2/22/2021,2/22/2021,1,0
14829,17808229,,2/22/2021,2/22/2021,0,0
14942,19238841,,2/22/2021,2/22/2021,0,0
14975,317937,,2/22/2021,2/22/2021,0,0
15014,378600,,2/22/2021,2/22/2021,0,0
15075,17629543,,2/22/2021,2/22/2021,1,0
15287,10785385,,2/23/2021,2/23/2021,0,0
15350,18715072,,2/23/2021,2/23/2021,0,0
103059,77144,,5/14/2021,5/14/2021,0,1
103458,20421283,,5/15/2021,5/15/2021,0,1
103568,680770,,5/15/2021,5/15/2021,0,0
103582,11103923,,5/15/2021,5/15/2021,0,0
103600,17397377,,5/15/2021,5/15/2021,1,0
103630,20422537,,5/15/2021,5/15/2021,0,0
103737,1915909,,5/15/2021,5/15/2021,1,0
103772,19298583,,5/15/2021,5/15/2021,0,1
103851,20218145,,5/15/2021,5/15/2021,0,1
104092,16032623,,5/15/2021,5/15/2021,1,1
104137,20421005,,5/15/2021,5/15/2021,0,0
104337,19102464,,5/15/2021,5/15/2021,0,0
104490,20431029,,5/16/2021,5/16/2021,0,0
104533,20431259,,5/16/2021,5/16/2021,0,1
104934,18997072,,5/16/2021,5/24/2021,0,0
104977,205359,,5/16/2021,5/16/2021,0,0
104978,20435723,,5/16/2021,5/16/2021,1,0
105070,8944934,,5/16/2021,5/16/2021,1,0
105251,3951995,,5/16/2021,5/16/2021,1,0
105294,18314083,,5/16/2021,5/16/2021,0,0
105340,3512518,,5/16/2021,5/16/2021,1,0
105433,9180797,,5/16/2021,5/16/2021,1,1
105450,13750739,,5/17/2021,5/17/2021,0,0
105453,9770745,,5/17/2021,5/17/2021,0,0
105647,19567465,,5/17/2021,5/17/2021,0,0
105714,9754805,,5/17/2021,5/17/2021,1,0
105719,20202642,,5/17/2021,5/21/2021,0,0
105726,13467964,,5/17/2021,5/19/2021,0,0
105770,16991051,,5/17/2021,5/17/2021,0,0
105798,4186257,,5/17/2021,5/17/2021,0,0
105805,20070091,,5/17/2021,6/8/2021,0,1
105881,12122186,,5/17/2021,5/17/2021,0,1
105891,17660306,,5/17/2021,5/17/2021,0,0
105921,15745553,,5/17/2021,5/17/2021,0,0
105960,20011654,,5/17/2021,5/17/2021,0,0
106152,4208242,,5/17/2021,5/17/2021,1,0
106182,20452765,,5/17/2021,5/17/2021,0,0
106230,4107369,,5/17/2021,5/17/2021,1,0
106243,17369437,,5/17/2021,5/17/2021,0,0
106397,20466739,,5/17/2021,5/17/2021,0,0
106412,9780988,,5/17/2021,5/17/2021,0,0
106673,13211138,,5/17/2021,5/17/2021,1,0
106798,13509420,,5/18/2021,5/18/2021,1,0
106997,16495796,,5/18/2021,5/18/2021,0,0
107064,20496288,,5/18/2021,5/18/2021,0,0
107084,18783574,,5/18/2021,5/18/2021,0,0
107249,20497859,,5/18/2021,5/18/2021,0,0
107305,20496761,,5/18/2021,5/18/2021,1,0
107317,16036126,,5/18/2021,5/18/2021,0,1
107579,689145,,5/18/2021,5/18/2021,0,1
107871,19535517,,5/18/2021,5/18/2021,1,1
107889,240209,,5/18/2021,5/18/2021,0,0
108076,17611157,,5/18/2021,5/18/2021,0,0
108161,20495983,,5/19/2021,5/19/2021,0,0
108260,13456602,,5/19/2021,5/19/2021,0,0
108302,2094710,,5/19/2021,5/19/2021,0,0
108355,16761221,,5/19/2021,6/5/2021,1,0
108376,20544385,,5/19/2021,5/19/2021,0,0
108399,3371922,,5/19/2021,5/19/2021,0,1
108461,14731065,,5/19/2021,5/19/2021,0,1
108496,20229459,,5/19/2021,5/19/2021,0,0
108577,20546012,,5/19/2021,5/19/2021,0,1
108579,19605280,,5/19/2021,5/19/2021,0,1
108828,20548880,,5/19/2021,5/19/2021,0,0
109019,19315638,,5/19/2021,5/19/2021,0,0
109065,239850,,5/19/2021,5/19/2021,0,0
109270,19400134,,5/19/2021,5/19/2021,0,0
109730,20531111,,5/20/2021,5/20/2021,0,0
109854,10286807,,5/20/2021,5/20/2021,0,0
109992,20549011,,5/20/2021,5/20/2021,0,0
109998,20596165,,5/20/2021,5/20/2021,0,0
110219,19145189,,5/20/2021,5/20/2021,0,1
110226,18079256,,5/20/2021,5/21/2021,0,0
110315,18321403,,5/20/2021,5/20/2021,0,0
110527,20602146,,5/20/2021,5/20/2021,0,0
110710,20603342,,5/21/2021,5/21/2021,1,1
110719,18785411,,5/21/2021,5/21/2021,0,0
110886,12936784,,5/21/2021,5/21/2021,0,0
111233,13951204,,5/21/2021,5/21/2021,0,0
111258,13080071,,5/21/2021,5/21/2021,0,0
111269,20356095,,5/21/2021,5/21/2021,0,0
111373,17531695,,5/21/2021,5/21/2021,0,0
111396,4098027,,5/21/2021,5/21/2021,0,0
111437,19834851,,5/21/2021,5/21/2021,0,1
111456,20610932,,5/21/2021,5/21/2021,0,0
111569,19640041,,5/21/2021,5/21/2021,0,1
111637,20011576,,5/21/2021,5/21/2021,0,0
111671,20613158,,5/21/2021,5/21/2021,0,0
111824,19009840,,5/22/2021,5/22/2021,0,0
111889,4711231,,5/22/2021,5/22/2021,0,1
111902,18523018,,5/22/2021,5/31/2021,1,0
111935,19735502,,5/22/2021,5/22/2021,0,0
111948,20615804,,5/22/2021,5/22/2021,0,0
111951,4270214,,5/22/2021,5/22/2021,0,0
111988,16170652,,5/22/2021,5/22/2021,0,0
112071,13252425,,5/22/2021,5/22/2021,0,0
112203,2484291,,5/22/2021,5/22/2021,0,0
112261,4329992,,5/22/2021,5/22/2021,1,0
112296,18255815,,5/22/2021,5/22/2021,1,1
112313,18369553,,5/22/2021,5/22/2021,1,0
112347,12026115,,5/22/2021,5/22/2021,0,1
112403,20620516,,5/22/2021,5/23/2021,1,0
112405,649582,,5/22/2021,5/22/2021,1,1
112457,12302806,,5/22/2021,5/22/2021,0,0
112503,20622024,,5/22/2021,5/22/2021,0,0
112509,19066254,,5/22/2021,5/22/2021,1,0
112595,16722062,,5/22/2021,5/22/2021,1,0
112691,16848833,,5/23/2021,5/23/2021,0,0
112730,18237610,,5/23/2021,5/23/2021,0,0
112828,20625592,,5/23/2021,5/23/2021,0,1
113059,20627885,,5/23/2021,5/23/2021,0,1
113210,20629675,,5/23/2021,5/23/2021,0,0
113305,3865015,,5/23/2021,5/23/2021,0,1
113326,14443432,,5/23/2021,5/23/2021,0,0
113494,20632478,,5/23/2021,5/23/2021,0,1
113522,18704061,,5/24/2021,5/24/2021,0,0
113563,547533,,5/24/2021,5/24/2021,0,0
113646,20633915,,5/24/2021,5/24/2021,0,0
113714,20355141,,5/24/2021,5/24/2021,0,0
113725,20380876,,5/24/2021,5/24/2021,0,0
113806,20635530,,5/24/2021,5/24/2021,0,1
113838,20635803,,5/24/2021,5/24/2021,0,1
113897,3993618,,5/24/2021,5/24/2021,0,0
113936,20636656,,5/24/2021,5/24/2021,0,0
114032,15842386,,5/24/2021,5/24/2021,1,0
114062,20637762,,5/24/2021,5/24/2021,0,1
114112,10771987,,5/24/2021,5/24/2021,1,1
114188,20639422,,5/24/2021,5/24/2021,0,1
114234,12712488,,5/24/2021,5/24/2021,0,0
114458,19215766,,5/24/2021,5/24/2021,0,0
114540,18823099,,5/24/2021,5/24/2021,0,0
114617,12029525,,5/25/2021,5/25/2021,0,0
114660,20639119,,5/25/2021,5/25/2021,0,0
114842,20142964,,5/25/2021,5/25/2021,0,1
114879,20609731,,5/25/2021,5/25/2021,0,0
114911,12311135,,5/25/2021,5/25/2021,0,0
114944,19030764,,5/25/2021,5/25/2021,1,0
114975,15975684,,5/25/2021,5/25/2021,0,0
114976,20631083,,5/25/2021,5/25/2021,0,0
115143,436152,,5/25/2021,5/25/2021,1,0
115279,20650709,,5/25/2021,5/25/2021,0,0
115324,2232418,,5/25/2021,5/25/2021,1,0
115333,18433342,,5/25/2021,5/25/2021,1,1
115375,16467681,,5/25/2021,5/25/2021,0,0
115396,20378330,,5/25/2021,5/25/2021,0,0
115496,18056222,,5/25/2021,5/25/2021,0,1
115520,20603262,,5/25/2021,5/25/2021,0,0
115678,15137984,,5/26/2021,5/26/2021,0,0
115742,17280226,,5/26/2021,5/26/2021,0,0
115743,17860302,,5/26/2021,5/26/2021,0,0
115751,20633940,,5/26/2021,5/26/2021,0,0
115802,11581833,,5/26/2021,5/26/2021,0,1
115858,20650169,,5/26/2021,5/26/2021,1,0
115862,12790536,,5/26/2021,5/26/2021,0,0
115874,20656439,,5/26/2021,5/26/2021,0,0
116068,19549200,,5/26/2021,5/26/2021,0,0
116090,20658800,,5/26/2021,5/26/2021,0,1
116159,19276090,,5/26/2021,5/26/2021,0,0
116370,17756006,,5/26/2021,5/26/2021,0,0
116376,661154,,5/26/2021,5/26/2021,0,0
116384,19735979,,5/26/2021,5/26/2021,1,0
116396,20661851,,5/26/2021,5/26/2021,1,1
116571,15369731,,5/26/2021,5/26/2021,0,0
116590,1272903,,5/27/2021,5/27/2021,0,0
116649,10346698,,5/27/2021,5/27/2021,0,0
116798,19954219,,5/27/2021,5/27/2021,0,0
116800,20606596,,5/27/2021,5/27/2021,0,0
116816,4926685,,5/27/2021,5/27/2021,0,0
116827,20665639,,5/27/2021,5/27/2021,0,0
116991,17708851,,5/27/2021,5/27/2021,0,0
117563,20672259,,5/27/2021,5/28/2021,0,0
117600,18947079,,5/27/2021,5/27/2021,0,0
117658,20673208,,5/27/2021,5/27/2021,1,1
117661,17648363,,5/27/2021,5/27/2021,0,0
117768,2675724,,5/28/2021,5/28/2021,0,0
117801,18183146,,5/28/2021,5/28/2021,0,0
117862,9192195,,5/28/2021,5/28/2021,0,0
117943,20675503,,5/28/2021,5/28/2021,0,0
118005,1809058,,5/28/2021,5/28/2021,0,0
118061,20675039,,5/28/2021,5/28/2021,0,0
118186,20677726,,5/28/2021,5/28/2021,0,0
118370,20549370,,5/28/2021,5/28/2021,0,0
118500,20680677,,5/28/2021,5/28/2021,1,0
118556,20237463,,5/28/2021,5/28/2021,1,0
118559,20681156,,5/28/2021,5/28/2021,0,1
118688,14725935,,5/28/2021,5/28/2021,0,0
118751,4558612,,5/29/2021,5/29/2021,0,0
118934,20605772,,5/29/2021,5/29/2021,0,0
118949,20685562,,5/29/2021,5/29/2021,0,0
119067,20686515,,5/29/2021,6/5/2021,0,1
119125,3141079,,5/29/2021,5/29/2021,0,0
119260,20688149,,5/29/2021,5/29/2021,0,0
119329,20122424,,5/29/2021,5/29/2021,0,0
119416,15715657,,5/29/2021,5/29/2021,0,0
119498,20690712,,5/29/2021,5/29/2021,0,1
119680,20616676,,5/30/2021,5/30/2021,0,0
119746,944142,,5/30/2021,5/30/2021,1,1
119753,20681388,,5/30/2021,5/30/2021,1,0
119811,14391055,,5/30/2021,5/30/2021,0,0
119822,20643536,,5/30/2021,6/10/2021,0,0
119861,1600167,,5/30/2021,5/30/2021,0,1
119945,19363581,,5/30/2021,6/7/2021,0,0
120004,4264904,,5/30/2021,5/30/2021,0,0
120049,3819962,,5/30/2021,5/30/2021,0,0
120201,20699797,,5/30/2021,5/30/2021,1,0
120290,20700761,,5/31/2021,5/31/2021,0,1
120320,13177171,,5/31/2021,5/31/2021,0,0
120396,2152642,,5/31/2021,5/31/2021,1,0
120401,10720477,,5/31/2021,5/31/2021,1,1
120411,20696030,,5/31/2021,5/31/2021,1,0
120427,20637724,,5/31/2021,5/31/2021,0,0
120498,20702475,,5/31/2021,5/31/2021,0,0
120517,20702912,,5/31/2021,5/31/2021,0,0
120603,20645916,,5/31/2021,5/31/2021,0,0
120865,326690,,5/31/2021,5/31/2021,0,0
120935,3250302,,5/31/2021,5/31/2021,1,1
121048,19685005,,5/31/2021,5/31/2021,0,0
